lat,lng,address
37.73963,-122.40804,"1689-1799 Cortland Ave, San Francisco, CA 94124, USA"
37.71381,-122.41203,"415 Leland Ave, San Francisco, CA 94134, USA"
37.77406,-122.39992,"6th St, San Francisco, CA 94107, USA"
37.7161,-122.39834,"San Francisco Bicycle Route 5, San Francisco, CA 94124, USA"
37.79568,-122.48241,"47-145 Lincoln Blvd, Golden Gate National Recreation Area, San Francisco, CA 94129, USA"
37.71779,-122.38573,"29 San Francisco Bicycle Route 805, San Francisco, CA 94124, USA"
37.72193,-122.46966,"7 Alviso St, San Francisco, CA 94127, USA"
37.72185,-122.44573,"2220-2246 San Jose Ave, San Francisco, CA 94112, USA"
37.76997,-122.38635,"220 Terry A Francois Blvd, San Francisco, CA 94158, USA"
37.73397,-122.46231,"133-145 Maywood Dr, San Francisco, CA 94127, USA"
37.75212,-122.45799,"618 Clarendon Ave, San Francisco, CA 94131, USA"
37.70204,-122.41613,"359-363 Oriente St, Daly City, CA 94014, USA"
37.74766,-122.42797,"3928-3938 Cesar Chavez St, San Francisco, CA 94131, USA"
37.7066,-122.47695,"130-134 Wilshire Ave, Daly City, CA 94015, USA"
37.72797,-122.40812,"287 Somerset St, San Francisco, CA 94134, USA"
37.70222,-122.42974,"200-298 Oakridge Dr, Daly City, CA 94014, USA"
37.77611,-122.44402,"1619-1663 Fulton St, San Francisco, CA 94117, USA"
37.734,-122.46792,"150 Santa Ana Ave, San Francisco, CA 94127, USA"
37.79829,-122.42606,"1601-1675 Union St, San Francisco, CA 94123, USA"
37.79598,-122.40618,"60 Wentworth St, San Francisco, CA 94108, USA"
37.78205,-122.484,"2300-2308 Clement St, San Francisco, CA 94121, USA"
37.72214,-122.4339,"224 Persia Ave, San Francisco, CA 94112, USA"
37.72377,-122.39513,"6000-6170 3rd St, San Francisco, CA 94124, USA"
37.798,-122.42396,"2415-2465 Van Ness Ave, San Francisco, CA 94123, USA"
37.78398,-122.46451,"248 6th Ave, San Francisco, CA 94118, USA"
37.78784,-122.4742,"Public Health Services District, Golden Gate National Recreation Area, San Francisco, CA 94129, USA"
37.75997,-122.43043,"576 Sanchez St, San Francisco, CA 94114, USA"
37.76046,-122.3841,"301-377 20th St, San Francisco, CA 94107, USA"
37.79126,-122.45195,"3449-3499 W Pacific Ave, San Francisco, CA 94118, USA"
37.7166,-122.458,"101-199 Montana St, San Francisco, CA 94112, USA"
37.75191,-122.45999,"906-962 Clarendon Ave, San Francisco, CA 94131, USA"
37.7081,-122.41634,"45-55 Calgary St, Daly City, CA 94014, USA"
37.70323,-122.4973,"1089 State Highway 35, Daly City, CA 94015, USA"
37.766,-122.40199,"1501-1531 16th St, San Francisco, CA 94103, USA"
37.75427,-122.50934,"1405-1451 Great Hwy, San Francisco, CA 94122, USA"
37.79187,-122.39183,"51-99 San Francisco Bicycle Route 30, San Francisco, CA 94105, USA"
37.78199,-122.47629,"319-323 17th Ave, San Francisco, CA 94121, USA"
37.78201,-122.42396,"901-999 Gough St, San Francisco, CA 94109, USA"
37.70405,-122.41618,"248 Accacia St, Daly City, CA 94014, USA"
37.75803,-122.41353,"762 Treat Ave, San Francisco, CA 94110, USA"
37.76805,-122.4516,"700-732 Shrader St, San Francisco, CA 94117, USA"
37.74405,-122.44033,"5210 Diamond Heights Blvd, San Francisco, CA 94131, USA"
37.77023,-122.51118,"Great Hwy, San Francisco, CA 94121, USA"
37.77604,-122.42601,"491 Linden St, San Francisco, CA 94102, USA"
37.78025,-122.40032,"836 Harrison St, San Francisco, CA 94107, USA"
37.764,-122.4879,"1249-1255 29th Ave, San Francisco, CA 94122, USA"
37.72602,-122.45989,"707-715 Faxon Ave, San Francisco, CA 94112, USA"
37.70204,-122.48602,"11 Glenwood Ave, Daly City, CA 94015, USA"
37.75802,-122.48749,"1575 29th Ave, San Francisco, CA 94122, USA"
37.76595,-122.40813,"2100-2198 16th St, San Francisco, CA 94103, USA"
37.75601,-122.43781,"301-399 San Francisco Bicycle Route 49, San Francisco, CA 94114, USA"
37.75809,-122.40391,"919 Vermont St, San Francisco, CA 94107, USA"
37.738,-122.444,"403-405 Marietta Dr, San Francisco, CA 94127, USA"
37.71621,-122.5036,"Fort Funston Rd, Golden Gate National Recreation Area, San Francisco, CA 94132, USA"
37.8067,-122.47804,"Cranston Rd, Golden Gate National Recreation Area, San Francisco, CA 94129, USA"
37.77386,-122.42797,"401-413 Lily St, San Francisco, CA 94102, USA"
37.73214,-122.38385,"2-100 Osceola Ln, San Francisco, CA 94124, USA"
37.78113,-122.38478,"San Francisco Bay Trail, San Francisco, CA 94107, USA"
37.76601,-122.41979,"1930-1980 Mission St, San Francisco, CA 94103, USA"
37.74175,-122.38956,"501-599 San Francisco Bicycle Route 7, San Francisco, CA 94124, USA"
37.70817,-122.44609,"452 Hanover St, San Francisco, CA 94112, USA"
37.75034,-122.48003,"1818 Pacheco St, San Francisco, CA 94116, USA"
37.80597,-122.40404,"1274-1400 The Embarcadero, San Francisco, CA 94133, USA"
37.77239,-122.48803,"5391-5475 Fulton St, San Francisco, CA 94121, USA"
37.78807,-122.41802,"1080-1098 Sutter St, San Francisco, CA 94109, USA"
37.77024,-122.39992,"900-942 San Francisco Bicycle Route 23, San Francisco, CA 94107, USA"
37.79799,-122.40209,"832 Sansome St, San Francisco, CA 94111, USA"
37.73167,-122.43777,"Monterey Blvd & Acadia St, San Francisco, CA 94131, USA"
37.74423,-122.41202,"137-145 Ripley St, San Francisco, CA 94110, USA"
37.77406,-122.38801,"552-580 Terry A Francois Blvd, San Francisco, CA 94158, USA"
37.74387,-122.46,"100 Garcia Ave, San Francisco, CA 94127, USA"
37.738,-122.49792,"2626 40th Ave, San Francisco, CA 94116, USA"
37.80594,-122.44199,"San Francisco Bicycle Route 2, Golden Gate National Recreation Area, San Francisco, CA 94123, USA"
37.74396,-122.41589,"1439-1499 Bernal Heights Blvd, San Francisco, CA 94110, USA"
37.75178,-122.38278,"200-298 Maryland St, San Francisco, CA 94107, USA"
37.77747,-122.38968,"San Francisco Bay Trail, San Francisco, CA 94158, USA"
37.79001,-122.454,"3591-3599 Jackson St, San Francisco, CA 94118, USA"
37.74783,-122.44003,"175 Carnelian Way, San Francisco, CA 94131, USA"
37.80043,-122.47214,"Appleton St, Golden Gate National Recreation Area, San Francisco, CA 94129, USA"
37.71215,-122.47503,"625 Brotherhood Way, San Francisco, CA 94132, USA"
37.75998,-122.49837,"1438 39th Ave, San Francisco, CA 94122, USA"
37.78598,-122.4625,"143 4th Ave, San Francisco, CA 94118, USA"
37.714,-122.39801,"73-163 Hester Ave, San Francisco, CA 94134, USA"
37.80374,-122.41395,"650 Chestnut St, San Francisco, CA 94133, USA"
37.71403,-122.462,"283 Farallones St, San Francisco, CA 94112, USA"
37.73591,-122.45188,"388 Cresta Vista Dr, San Francisco, CA 94127, USA"
37.72815,-122.42206,"350 Pioche St, San Francisco, CA 94134, USA"
37.75,-122.47607,"2026 19th Ave, San Francisco, CA 94116, USA"
37.71279,-122.48147,"242-244 Lake Merced Hill No St, San Francisco, CA 94132, USA"
37.70184,-122.47992,"86-92 Castlemont Ave, Daly City, CA 94015, USA"
37.78787,-122.41197,"601-631 Post St, San Francisco, CA 94109, USA"
37.72586,-122.42046,"Felton St & Harvard St, San Francisco, CA 94134, USA"
37.73399,-122.418,"500-598 Benton Ave, San Francisco, CA 94110, USA"
37.73402,-122.42778,"1-99 Marsily St, San Francisco, CA 94112, USA"
37.7041,-122.40082,"500-698 San Francisco Bicycle Route 905, Brisbane, CA 94005, USA"
37.76803,-122.41559,"1825 Folsom St, San Francisco, CA 94103, USA"
37.74818,-122.44995,"2-12 Longview Ct, San Francisco, CA 94127, USA"
37.742,-122.49389,"2406 36th Ave, San Francisco, CA 94116, USA"
37.70986,-122.39605,"600-698 Lathrop Ave, San Francisco, CA 94134, USA"
37.73103,-122.48413,"1101-1199 Eucalyptus Dr, San Francisco, CA 94132, USA"
37.80058,-122.48038,"455-505 Lincoln Blvd, Golden Gate National Recreation Area, San Francisco, CA 94129, USA"
37.74374,-122.42598,"268-274 29th St, San Francisco, CA 94131, USA"
37.77788,-122.51322,"827-1099 Point Lobos, San Francisco, CA 94121, USA"
37.70711,-122.47821,"159 Wilshire Ave, Daly City, CA 94015, USA"
37.78599,-122.48624,"182-198 26th Ave, San Francisco, CA 94121, USA"
37.74398,-122.48436,"2329 27th Ave, San Francisco, CA 94116, USA"
37.78563,-122.44737,"2-8 Masonic Ave, San Francisco, CA 94118, USA"
37.74998,-122.46641,"2054 10th Ave, San Francisco, CA 94116, USA"
37.7377,-122.45634,"78-228 Dalewood Way, San Francisco, CA 94127, USA"
37.7443,-122.38574,"1575 Burke Ave, San Francisco, CA 94124, USA"
37.7183,-122.48398,"351-399 Higuera Ave, San Francisco, CA 94132, USA"
37.71989,-122.50443,"621 State Highway 35, San Francisco, CA 94132, USA"
37.74201,-122.49174,"2418 34th Ave, San Francisco, CA 94116, USA"
37.7321,-122.47778,"3016-3030 22nd Ave, San Francisco, CA 94132, USA"
37.72006,-122.42193,"279-299 John F Shelley Dr, San Francisco, CA 94134, USA"
37.74624,-122.446,"33-41 Amethyst Way, San Francisco, CA 94131, USA"
37.73219,-122.50717,"2887 Great Hwy, San Francisco, CA 94132, USA"
